instance_id,family,split,label,frequency_hz,period_days,amplitude_hz,phase_rad,coherence_days,slope_hz_per_day,center_day,width_days,frequency_index,amplitude_index,phase_index,noise_seed
pure_sinusoid_f00_a00_p17_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.581489286485115,,,,,0,0,17,229043
pure_sinusoid_f00_a00_p17_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,100.0,4.581489286485115,,,,,0,0,17,1229043
pure_sinusoid_f00_a00_p18_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.843288674284264,,,,,0,0,18,229044
pure_sinusoid_f00_a00_p18_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,100.0,4.843288674284264,,,,,0,0,18,1229044
pure_sinusoid_f00_a00_p19_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.105088062083413,,,,,0,0,19,229045
pure_sinusoid_f00_a00_p19_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,100.0,5.105088062083413,,,,,0,0,19,1229045
pure_sinusoid_f00_a00_p20_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.3668874498825625,,,,,0,0,20,229046
pure_sinusoid_f00_a00_p20_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,100.0,5.3668874498825625,,,,,0,0,20,1229046
pure_sinusoid_f00_a00_p21_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.6286868376817125,,,,,0,0,21,229047
pure_sinusoid_f00_a00_p21_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,100.0,5.6286868376817125,,,,,0,0,21,1229047
pure_sinusoid_f00_a00_p22_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.8904862254808625,,,,,0,0,22,229048
pure_sinusoid_f00_a00_p22_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,100.0,5.8904862254808625,,,,,0,0,22,1229048
pure_sinusoid_f00_a00_p23_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,6.152285613280012,,,,,0,0,23,229049
pure_sinusoid_f00_a00_p23_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,100.0,6.152285613280012,,,,,0,0,23,1229049
pure_sinusoid_f00_a01_p00_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.1308996938995747,,,,,0,1,0,229126
pure_sinusoid_f00_a01_p00_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,0.1308996938995747,,,,,0,1,0,1229126
pure_sinusoid_f00_a01_p01_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.39269908169872414,,,,,0,1,1,229127
pure_sinusoid_f00_a01_p01_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,0.39269908169872414,,,,,0,1,1,1229127
pure_sinusoid_f00_a01_p02_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.6544984694978736,,,,,0,1,2,229128
pure_sinusoid_f00_a01_p02_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,0.6544984694978736,,,,,0,1,2,1229128
pure_sinusoid_f00_a01_p03_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.916297857297023,,,,,0,1,3,229129
pure_sinusoid_f00_a01_p03_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,0.916297857297023,,,,,0,1,3,1229129
pure_sinusoid_f00_a01_p04_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.1780972450961724,,,,,0,1,4,229130
pure_sinusoid_f00_a01_p04_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,1.1780972450961724,,,,,0,1,4,1229130
pure_sinusoid_f00_a01_p05_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.4398966328953218,,,,,0,1,5,229131
pure_sinusoid_f00_a01_p05_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,1.4398966328953218,,,,,0,1,5,1229131
pure_sinusoid_f00_a01_p06_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.7016960206944713,,,,,0,1,6,229132
pure_sinusoid_f00_a01_p06_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,1.7016960206944713,,,,,0,1,6,1229132
pure_sinusoid_f00_a01_p07_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.9634954084936205,,,,,0,1,7,229133
pure_sinusoid_f00_a01_p07_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,1.9634954084936205,,,,,0,1,7,1229133
pure_sinusoid_f00_a01_p08_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,2.2252947962927703,,,,,0,1,8,229134
pure_sinusoid_f00_a01_p08_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,2.2252947962927703,,,,,0,1,8,1229134
pure_sinusoid_f00_a01_p09_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,2.4870941840919194,,,,,0,1,9,229135
pure_sinusoid_f00_a01_p09_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,2.4870941840919194,,,,,0,1,9,1229135
pure_sinusoid_f00_a01_p10_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,2.748893571891069,,,,,0,1,10,229136
pure_sinusoid_f00_a01_p10_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,2.748893571891069,,,,,0,1,10,1229136
pure_sinusoid_f00_a01_p11_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,3.010692959690218,,,,,0,1,11,229137
pure_sinusoid_f00_a01_p11_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,3.010692959690218,,,,,0,1,11,1229137
pure_sinusoid_f00_a01_p12_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,3.272492347489368,,,,,0,1,12,229138
pure_sinusoid_f00_a01_p12_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,3.272492347489368,,,,,0,1,12,1229138
pure_sinusoid_f00_a01_p13_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,3.5342917352885173,,,,,0,1,13,229139
pure_sinusoid_f00_a01_p13_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,200.0,3.5342917352885173,,,,,0,1,13,1229139
pure_sinusoid_f00_a01_p14_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,3.796091123087667,,,,,0,1,14,229140
pure_sinusoid_f00_a01_p14_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,200.0,3.796091123087667,,,,,0,1,14,1229140
pure_sinusoid_f00_a01_p15_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.057890510886816,,,,,0,1,15,229141
pure_sinusoid_f00_a01_p15_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,200.0,4.057890510886816,,,,,0,1,15,1229141
pure_sinusoid_f00_a01_p16_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.319689898685966,,,,,0,1,16,229142
pure_sinusoid_f00_a01_p16_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,200.0,4.319689898685966,,,,,0,1,16,1229142
pure_sinusoid_f00_a01_p17_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.581489286485115,,,,,0,1,17,229143
pure_sinusoid_f00_a01_p17_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,200.0,4.581489286485115,,,,,0,1,17,1229143
pure_sinusoid_f00_a01_p18_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.843288674284264,,,,,0,1,18,229144
pure_sinusoid_f00_a01_p18_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,200.0,4.843288674284264,,,,,0,1,18,1229144
pure_sinusoid_f00_a01_p19_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.105088062083413,,,,,0,1,19,229145
pure_sinusoid_f00_a01_p19_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,200.0,5.105088062083413,,,,,0,1,19,1229145
pure_sinusoid_f00_a01_p20_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.3668874498825625,,,,,0,1,20,229146
pure_sinusoid_f00_a01_p20_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,200.0,5.3668874498825625,,,,,0,1,20,1229146
pure_sinusoid_f00_a01_p21_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.6286868376817125,,,,,0,1,21,229147
pure_sinusoid_f00_a01_p21_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,200.0,5.6286868376817125,,,,,0,1,21,1229147
pure_sinusoid_f00_a01_p22_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.8904862254808625,,,,,0,1,22,229148
pure_sinusoid_f00_a01_p22_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,200.0,5.8904862254808625,,,,,0,1,22,1229148
pure_sinusoid_f00_a01_p23_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,6.152285613280012,,,,,0,1,23,229149
pure_sinusoid_f00_a01_p23_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,200.0,6.152285613280012,,,,,0,1,23,1229149
pure_sinusoid_f00_a02_p00_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.1308996938995747,,,,,0,2,0,229226
pure_sinusoid_f00_a02_p00_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,0.1308996938995747,,,,,0,2,0,1229226
pure_sinusoid_f00_a02_p01_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.39269908169872414,,,,,0,2,1,229227
pure_sinusoid_f00_a02_p01_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,0.39269908169872414,,,,,0,2,1,1229227
pure_sinusoid_f00_a02_p02_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.6544984694978736,,,,,0,2,2,229228
pure_sinusoid_f00_a02_p02_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,0.6544984694978736,,,,,0,2,2,1229228
pure_sinusoid_f00_a02_p03_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.916297857297023,,,,,0,2,3,229229
pure_sinusoid_f00_a02_p03_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,0.916297857297023,,,,,0,2,3,1229229
pure_sinusoid_f00_a02_p04_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.1780972450961724,,,,,0,2,4,229230
pure_sinusoid_f00_a02_p04_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,1.1780972450961724,,,,,0,2,4,1229230
pure_sinusoid_f00_a02_p05_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.4398966328953218,,,,,0,2,5,229231
pure_sinusoid_f00_a02_p05_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,1.4398966328953218,,,,,0,2,5,1229231
pure_sinusoid_f00_a02_p06_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.7016960206944713,,,,,0,2,6,229232
pure_sinusoid_f00_a02_p06_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,1.7016960206944713,,,,,0,2,6,1229232
pure_sinusoid_f00_a02_p07_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.9634954084936205,,,,,0,2,7,229233
pure_sinusoid_f00_a02_p07_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,1.9634954084936205,,,,,0,2,7,1229233
pure_sinusoid_f00_a02_p08_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,2.2252947962927703,,,,,0,2,8,229234
pure_sinusoid_f00_a02_p08_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,2.2252947962927703,,,,,0,2,8,1229234
pure_sinusoid_f00_a02_p09_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,2.4870941840919194,,,,,0,2,9,229235
pure_sinusoid_f00_a02_p09_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,2.4870941840919194,,,,,0,2,9,1229235
pure_sinusoid_f00_a02_p10_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,2.748893571891069,,,,,0,2,10,229236
pure_sinusoid_f00_a02_p10_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,2.748893571891069,,,,,0,2,10,1229236
pure_sinusoid_f00_a02_p11_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,3.010692959690218,,,,,0,2,11,229237
pure_sinusoid_f00_a02_p11_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,3.010692959690218,,,,,0,2,11,1229237
pure_sinusoid_f00_a02_p12_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,3.272492347489368,,,,,0,2,12,229238
pure_sinusoid_f00_a02_p12_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,3.272492347489368,,,,,0,2,12,1229238
pure_sinusoid_f00_a02_p13_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,3.5342917352885173,,,,,0,2,13,229239
pure_sinusoid_f00_a02_p13_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,350.0,3.5342917352885173,,,,,0,2,13,1229239
pure_sinusoid_f00_a02_p14_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,3.796091123087667,,,,,0,2,14,229240
pure_sinusoid_f00_a02_p14_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,350.0,3.796091123087667,,,,,0,2,14,1229240
pure_sinusoid_f00_a02_p15_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.057890510886816,,,,,0,2,15,229241
pure_sinusoid_f00_a02_p15_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,350.0,4.057890510886816,,,,,0,2,15,1229241
pure_sinusoid_f00_a02_p16_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.319689898685966,,,,,0,2,16,229242
pure_sinusoid_f00_a02_p16_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,350.0,4.319689898685966,,,,,0,2,16,1229242
pure_sinusoid_f00_a02_p17_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.581489286485115,,,,,0,2,17,229243
pure_sinusoid_f00_a02_p17_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,350.0,4.581489286485115,,,,,0,2,17,1229243
pure_sinusoid_f00_a02_p18_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.843288674284264,,,,,0,2,18,229244
pure_sinusoid_f00_a02_p18_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,350.0,4.843288674284264,,,,,0,2,18,1229244
pure_sinusoid_f00_a02_p19_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.105088062083413,,,,,0,2,19,229245
pure_sinusoid_f00_a02_p19_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,350.0,5.105088062083413,,,,,0,2,19,1229245
pure_sinusoid_f00_a02_p20_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.3668874498825625,,,,,0,2,20,229246
pure_sinusoid_f00_a02_p20_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,350.0,5.3668874498825625,,,,,0,2,20,1229246
pure_sinusoid_f00_a02_p21_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.6286868376817125,,,,,0,2,21,229247
pure_sinusoid_f00_a02_p21_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,350.0,5.6286868376817125,,,,,0,2,21,1229247
pure_sinusoid_f00_a02_p22_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,5.8904862254808625,,,,,0,2,22,229248
pure_sinusoid_f00_a02_p22_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,350.0,5.8904862254808625,,,,,0,2,22,1229248
pure_sinusoid_f00_a02_p23_y0,pure_sinusoid,test,0,1.6534391534391535e-06,7.0,0.0,6.152285613280012,,,,,0,2,23,229249
pure_sinusoid_f00_a02_p23_y1,pure_sinusoid,test,1,1.6534391534391535e-06,7.0,350.0,6.152285613280012,,,,,0,2,23,1229249
pure_sinusoid_f00_a03_p00_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.1308996938995747,,,,,0,3,0,229326
pure_sinusoid_f00_a03_p00_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,0.1308996938995747,,,,,0,3,0,1229326
pure_sinusoid_f00_a03_p01_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.39269908169872414,,,,,0,3,1,229327
pure_sinusoid_f00_a03_p01_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,0.39269908169872414,,,,,0,3,1,1229327
pure_sinusoid_f00_a03_p02_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.6544984694978736,,,,,0,3,2,229328
pure_sinusoid_f00_a03_p02_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,0.6544984694978736,,,,,0,3,2,1229328
pure_sinusoid_f00_a03_p03_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,0.916297857297023,,,,,0,3,3,229329
pure_sinusoid_f00_a03_p03_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,0.916297857297023,,,,,0,3,3,1229329
pure_sinusoid_f00_a03_p04_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.1780972450961724,,,,,0,3,4,229330
pure_sinusoid_f00_a03_p04_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,1.1780972450961724,,,,,0,3,4,1229330
pure_sinusoid_f00_a03_p05_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.4398966328953218,,,,,0,3,5,229331
pure_sinusoid_f00_a03_p05_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,1.4398966328953218,,,,,0,3,5,1229331
pure_sinusoid_f00_a03_p06_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.7016960206944713,,,,,0,3,6,229332
pure_sinusoid_f00_a03_p06_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,1.7016960206944713,,,,,0,3,6,1229332
pure_sinusoid_f00_a03_p07_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,1.9634954084936205,,,,,0,3,7,229333
pure_sinusoid_f00_a03_p07_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,1.9634954084936205,,,,,0,3,7,1229333
pure_sinusoid_f00_a03_p08_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,2.2252947962927703,,,,,0,3,8,229334
pure_sinusoid_f00_a03_p08_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,2.2252947962927703,,,,,0,3,8,1229334
pure_sinusoid_f00_a03_p09_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,2.4870941840919194,,,,,0,3,9,229335
pure_sinusoid_f00_a03_p09_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,2.4870941840919194,,,,,0,3,9,1229335
pure_sinusoid_f00_a03_p10_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,2.748893571891069,,,,,0,3,10,229336
pure_sinusoid_f00_a03_p10_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,2.748893571891069,,,,,0,3,10,1229336
pure_sinusoid_f00_a03_p11_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,3.010692959690218,,,,,0,3,11,229337
pure_sinusoid_f00_a03_p11_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,3.010692959690218,,,,,0,3,11,1229337
pure_sinusoid_f00_a03_p12_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,3.272492347489368,,,,,0,3,12,229338
pure_sinusoid_f00_a03_p12_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,3.272492347489368,,,,,0,3,12,1229338
pure_sinusoid_f00_a03_p13_y0,pure_sinusoid,train,0,1.6534391534391535e-06,7.0,0.0,3.5342917352885173,,,,,0,3,13,229339
pure_sinusoid_f00_a03_p13_y1,pure_sinusoid,train,1,1.6534391534391535e-06,7.0,500.0,3.5342917352885173,,,,,0,3,13,1229339
pure_sinusoid_f00_a03_p14_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,3.796091123087667,,,,,0,3,14,229340
pure_sinusoid_f00_a03_p14_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,500.0,3.796091123087667,,,,,0,3,14,1229340
pure_sinusoid_f00_a03_p15_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.057890510886816,,,,,0,3,15,229341
pure_sinusoid_f00_a03_p15_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,500.0,4.057890510886816,,,,,0,3,15,1229341
pure_sinusoid_f00_a03_p16_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.319689898685966,,,,,0,3,16,229342
pure_sinusoid_f00_a03_p16_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,500.0,4.319689898685966,,,,,0,3,16,1229342
pure_sinusoid_f00_a03_p17_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.581489286485115,,,,,0,3,17,229343
pure_sinusoid_f00_a03_p17_y1,pure_sinusoid,validation,1,1.6534391534391535e-06,7.0,500.0,4.581489286485115,,,,,0,3,17,1229343
pure_sinusoid_f00_a03_p18_y0,pure_sinusoid,validation,0,1.6534391534391535e-06,7.0,0.0,4.843288674284264,,,,,0,3,18,229344
